61815,79029,67202
25404,74298,85868
73606,97536,91340
43404,54555,98102
26838,89982,98718
15337,3574,70998
18990,83368,31096
25320,76965,88703
85286,72989,10429
80871,91229,33674
79148,73206,79013
16849,52766,18568
6522,68486,86028
8662,37522,43341
15685,96232,29759
12948,76524,18607
42956,66021,54107
96020,76084,16922
53203,46528,6624
98636,74930,53720
40553,76835,24521
17267,13172,11013
54853,27817,69385
95699,29004,25834
23716,9788,25378
30390,85234,6568
76814,61503,16140
37166,96535,34750
9923,21265,75073
59134,64587,21555
44853,80671,72161
41922,49632,62909
99680,60790,80988
31848,44837,69242
9477,10932,8557
52422,13626,57735
36151,47083,74977
95790,61663,48302
55083,22422,29143
69068,15295,2306
37673,11284,4628
14453,62161,33498
80201,71582,82664
25129,80703,51615
58243,84923,2167
31108,79228,885
25972,1548,93134
46455,41110,81926
22530,50866,83305
45224,37309,97589
79036,70815,88686
30079,60556,20816
14777,32047,30355
42073,54906,17542
94811,10530,41279
36413,3419,46972
70260,65287,88444
41694,24264,50151
5805,87076,53447
1556,869,71083
95274,20156,21620
78524,21956,71909
48767,60851,50113
7264,19903,7214
14393,65810,68476
267,14440,61256
43166,98486,61557
55578,98183,13871
22866,5569,68155
69104,33826,69655
44745,23726,98153
63276,27118,64212
42536,32785,10161
1086,43763,11861
27181,7440,1216
31935,66163,51144
17810,75859,7883
8420,58933,8722
81820,23420,39375
53706,32456,78755
2447,36607,28753
29908,89168,27889
17184,4792,86473
14273,11253,83284
5686,26028,64913
13578,92095,95358
94515,38263,45302
84547,83818,46994
32187,79134,33189
30631,70150,16320
40514,28264,19708
6704,34552,60529
51149,98999,17841
64929,89797,42989
25920,59230,25248
81714,21959,82870
19862,75986,34244
11960,25689,54377
10819,27046,23139
31714,27346,83248
12040,36070,96651
96377,763,85766
10908,5815,62760
16790,8804,2561
24879,50548,23059
49213,57242,30320
90077,55594,91152
31023,19276,80226
82382,22801,71202
94345,63436,92346
34254,8726,79076
30290,58645,45235
27454,42624,27804
1314,82600,30922
14837,38993,39971
8287,52961,31701
22383,10762,75644
13179,93071,10975
43853,42827,79345
67698,57877,2797
99195,24174,36116
95162,36001,8910
15559,57392,37698
31326,66213,94487
48854,88604,12618
84658,72080,73622
63323,38732,12262
62619,77495,32840
78838,57490,55773
29006,11577,5326
59563,3169,90234
37167,13729,8009
82584,81239,77254
65754,55399,61320
15163,60187,4138
88854,33460,37549
66803,74301,53080
32343,51371,97418
75013,69422,82482
92436,98570,10822
27991,78741,89981
80874,98288,33644
96463,21992,77878
95585,68994,75545
89012,64715,98189
6398,48598,45769
5001,68428,42386
44756,29902,53808
42404,76882,69587
56578,55791,85560
53021,76300,43945
80313,83423,69115
51898,20116,99029
39606,58097,45282
93378,39433,96546
26240,3671,79528
52804,69815,20774
98035,96335,14747
24671,41533,35930
49565,98373,18197
13755,85613,24590
55752,71490,15639
64202,17095,62210
65850,41666,51988
40398,72471,30416
21660,82818,29648
88308,31903,17180
18021,77849,31465
27929,95312,33923
39908,69815,57750
55418,21834,40211
17569,90324,1728
44373,73802,26930
40484,77134,25086
11572,55815,55029
79281,12922,52199
18798,70053,38533
69936,89645,55248
50091,81451,96148
51307,63518,28427
35775,83340,3564
81633,78670,89052
78532,20430,33961
10815,11739,69218
44788,90084,99762
61619,1718,65134
62805,64104,49270
67700,39598,18582
25826,78506,46391
98564,11536,61484
37309,83371,46496
66915,50513,58300
26447,3641,12413
41020,35575,97930
70074,12841,55460
13820,81849,21264
11283,27763,78025
92654,16665,64707
99742,2462,37938
87362,85792,48538
68491,23980,36820
40402,30705,49776
85685,85211,73778
44747,15508,27679
22602,16569,24745
95497,38406,46248
19800,6835,34110
41837,99284,70788
97293,12072,47842
57799,60727,15698
6789,58948,96674
86023,68312,17093
50944,80888,48916
26860,95914,95051
39398,38538,20620
23792,44169,46657
79369,22061,72113
92746,34264,77714
63329,20327,16155
8524,30272,64195
71310,77051,21345
93689,62077,66740
32465,27084,5488
68472,63830,90436
97015,26757,50856
65840,11955,96032
59456,678,65226
63156,85313,78489
54484,25178,7271
63645,179,40424
34441,68862,29988
57838,74651,25241
49144,67103,82993
39281,75528,52701
34045,80358,51794
8026,57237,77781
65390,89438,91064
49779,18149,31899
10274,29668,35098
9648,94949,18478
89742,57499,34355
83938,63541,28028
54970,55740,77895
61609,15158,11978
1522,27164,88238
39475,79606,89888
95135,28624,44189
47525,83717,72756
1578,48944,65477
47100,12013,82907
99318,68314,25431
56551,13953,47321
15707,62297,51144
53637,45685,37637
2465,88180,47395
48901,80619,15880
73435,4760,11589
29857,62583,62686
5701,15958,75691
99626,91085,16069
45989,2121,99945
77140,64590,99441
41438,41809,89585
32057,81207,27814
42214,65816,59416
44241,91723,36416
1201,60574,51339
28520,16691,32331
19928,56724,14761
67980,30234,51511
4664,14179,66764
50515,73366,29040
20470,24514,71001
90167,68103,7239
31332,49929,30732
59816,93729,54692
7427,16736,51006
87320,89596,86201
64721,85710,4226
97626,68075,11823
38402,53920,74405
21569,60917,21987
15360,41076,84027
46256,27919,27429
37642,93565,23781
86251,88900,57634
34447,43716,87605
33700,98994,66911
35304,82562,35679
57190,40868,5469
93175,16013,39436
45989,83211,23517
53464,27696,84905
58534,17938,65958
25524,86134,53016
47104,45074,17780
4629,47,81500
31929,36991,96032
25111,23501,43085
62834,85666,12321
76536,16519,52801
25057,88480,39390
92479,53162,62621
48019,88676,29607
96846,49287,84831
64693,88736,77785
26974,94153,71999
89500,44997,18939
21340,60832,59663
80479,64861,18083
87676,27194,64847
18542,53165,17983
3885,99149,62486
21722,43495,20557
79767,55373,76737
45257,54967,30804
39981,69657,14402
76799,67862,66627
68340,69790,308
11598,21798,47672
82627,50009,76504
25559,35780,94337
75187,61780,30689
6487,87748,94720
40342,56620,54440
45802,98718,47187
48143,46940,94263
34605,68883,39870
15772,68557,43811
23884,43652,37027
38058,13609,3355
54805,32028,51617
95883,6654,34064
42556,39675,88310
35176,23936,93494
23371,56987,42660
63543,66582,85345
80994,49124,82315
1744,51930,78987
62525,17472,43297
42087,75099,47727
26333,96420,67321
8633,65070,66781
11247,1849,4843
51425,80544,2468
97431,33186,49496
5858,26552,43566
21385,56244,929
81345,79813,85553
83133,85256,87782
55848,76616,52997
51166,5241,8923
16885,64566,66883
85277,50020,91468
47779,97410,29632
15889,63498,60201
96600,15967,24523
17494,83019,14406
61620,35941,73653
13795,90977,66212
88772,79962,6067
32702,58337,73387
89027,43488,41935
78625,26484,33175
9277,52685,5535
42997,64073,14684
37591,49802,84296
67093,88611,11914
86663,60886,82293
53242,57661,57257
31376,44070,40679
62849,55070,8651
24599,16034,67035
36044,47087,22476
97373,45441,42317
99450,18871,53726
22130,12153,26836
68266,58768,19961
14028,28115,21179
96622,47709,2255
23113,21976,968
23419,45409,42618
91226,53902,55104
69445,7027,97971
26682,77733,51495
60511,74560,33149
34728,9042,87717
19444,15007,95729
56652,51414,23319
96296,47066,32798
30041,96448,83862
52130,95488,15516
1309,91037,25983
77252,11350,66208
68268,84073,70576
7231,71964,2570
48794,33061,31845
42786,37707,76987
59280,93831,88915
97189,90351,34909
46200,22424,2656
59188,80498,21645
14650,52380,47645
55755,81721,46715
52066,98910,78687
1864,5401,87266
85940,38539,41274
22656,38255,98678
68036,86844,83762
22958,74643,94856
63769,5442,23423
70905,9905,4360
72428,81921,57169
94019,32326,27215
53449,36639,24219
784,67115,24356
19009,9003,33836
94828,92285,11269
66360,1797,65531
26702,71832,31741
51766,14660,70517
95730,16357,40763
98235,1746,69412
9965,58387,76675
50318,12220,94307
72103,55969,39236
610,56378,18138
98999,24846,83853
1153,61167,15581
96081,75421,95499
7323,68833,14750
28247,49456,81774
63411,487,58650
77182,52546,6891
20459,52087,2764
64138,74915,20562
1590,72277,76850
4402,69262,8891
28810,90316,35700
30014,92590,97856
14565,40713,14524
66941,29231,65288
65048,18071,79989
67526,30470,97469
34707,96837,85117
67766,26812,19746
66536,80769,88324
17835,21617,99882
72665,24203,54404
67255,6172,38713
99116,15363,80375
17259,47019,49131
73612,7984,51122
6465,92910,95439
16444,90053,10441
76254,99028,38287
46142,92709,98081
18962,15215,85951
41341,26119,19698
42307,63652,91854
53599,14652,37336
84306,5451,28055
75343,7394,57608
73467,34715,93520
83021,55158,59179
21713,57598,92197
73716,36930,2310
53866,23893,80740
98624,83252,69522
72776,31031,2624
60331,82831,69426
7907,96213,23477
3475,67742,34097
89996,46396,86020
60414,28900,66576
54710,99380,26046
2344,46119,87232
43583,79633,1176
24123,35529,49023
91434,87349,89369
66769,28778,97390
75139,82073,87411
18880,4162,41981
89797,25634,72267
57248,1482,87293
72534,72484,22081
46686,41347,76199
51382,54915,50152
59382,34009,45187
70207,62450,34435
37854,35893,31241
3045,65738,58224
93318,82035,26140
60079,37939,74131
77351,6655,41980
89033,45234,47135
15659,12662,34885
15835,95480,90924
9514,1676,73850
19735,44394,86018
80142,80961,61658
23424,82497,25832
9175,72471,99022
98385,76604,23865
90594,46380,60858
14274,72247,52281
87191,6861,5306
29902,23431,85532
69779,54227,28254
5004,6093,95637
81148,15536,4637
12313,9215,59461
428,27148,7158
24927,95684,40547
14804,63519,15610
47293,89732,94290
90052,74851,79842
53196,16798,9407
46092,18886,79674
43421,13482,82265
77831,59928,88462
96289,40707,61200
93245,76182,8424
76280,47365,39930
9441,18333,9914
19661,59020,60444
63110,10804,83799
10661,20531,95995
82901,73444,27999
12087,5663,16683
58726,62781,34032
28919,99003,96960
35935,59884,59052
18256,18712,24917
3483,98623,81709
7912,75184,85288
99277,82290,28969
3295,72805,50831
10611,15881,68866
75289,22139,51958
13620,69500,34816
98091,77715,85390
21788,74660,55431
52127,27997,29376
93505,82942,15963
32358,44194,42113
82985,5630,20933
42842,44356,65643
99311,3564,94325
63577,88996,30261
63660,27099,70030
72150,81352,5663
38414,50347,55769
4617,97800,18513
24618,31222,6132
41859,86573,26701
85328,88970,43192
95473,9063,8856
16517,77574,36043
74999,26837,23202
39894,81285,89062
34506,72353,55062
30164,21006,25886
56796,83407,2571
74684,79101,86088
53024,53956,24926
24407,42896,41278
83146,87427,86603
77120,64468,30915
29581,46094,46295
50654,65313,72047
66177,17326,41143
67653,23361,89124
57408,53067,78690
53559,19400,13351
49147,42172,93667
84206,47031,49056
97448,38032,20398
79979,5958,24104
98748,32266,71401
61939,53626,11611
94330,9286,16681
57576,97350,41060
4047,65336,38344
10137,49264,9200
15862,12281,24864
40978,99228,62826
10896,18548,36628
54975,4631,30510
41810,54323,18893
96470,42600,10997
85623,61506,24556
44884,82953,16806
4116,68123,93747
72938,1647,9731
941,77329,67090
52923,38742,646
2022,59330,71595
48081,60952,54546
26600,69000,42443
74876,85665,12805
64285,10017,66035
88910,75491,24939
